src_ip,dst_ip,src_port,dst_port,protocol,packet_length
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.161,172.17.103.255,57621.0,57621.0,17,86
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,81
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.77,224.0.0.251,5353.0,5353.0,17,488
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.82,224.0.0.251,5353.0,5353.0,17,87
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.100,224.0.0.251,5353.0,5353.0,17,319
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.34,224.0.0.251,5353.0,5353.0,17,311
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.96.26,224.0.0.251,5353.0,5353.0,17,315
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,82
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.98.54,172.17.100.71,51339.0,7680.0,6,60
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.98.74,224.0.0.251,5353.0,5353.0,17,323
172.17.100.71,116.119.64.141,50287.0,443.0,17,78
116.119.64.141,172.17.100.71,443.0,50287.0,17,71
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.45,224.0.0.251,5353.0,5353.0,17,340
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.30,224.0.0.251,5353.0,5353.0,17,335
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.49,224.0.0.251,5353.0,5353.0,17,84
172.17.103.49,224.0.0.251,5353.0,5353.0,17,84
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
172.17.97.13,224.0.0.251,5353.0,5353.0,17,319
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
172.17.100.71,172.17.98.54,7680.0,51339.0,6,54
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
172.17.99.188,224.0.0.251,5353.0,5353.0,17,325
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,82
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.99.191,224.0.0.251,5353.0,5353.0,17,333
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,443
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
172.17.100.71,116.119.64.141,50287.0,443.0,17,1288
172.17.100.71,116.119.64.141,50287.0,443.0,17,1292
172.17.100.71,116.119.64.141,50287.0,443.0,17,296
116.119.64.141,172.17.100.71,443.0,50287.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,71
116.119.64.141,172.17.100.71,443.0,50287.0,17,71
116.119.64.141,172.17.100.71,443.0,50287.0,17,157
172.17.100.71,116.119.64.141,50287.0,443.0,17,80
116.119.64.141,172.17.100.71,443.0,50287.0,17,1292
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.102.49,172.17.103.255,138.0,138.0,17,220
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,82
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.103.49,224.0.0.251,5353.0,5353.0,17,84
172.17.103.49,224.0.0.251,5353.0,5353.0,17,152
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,77
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.98.242,239.255.255.250,49460.0,1900.0,17,171
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
